tweet,autor,posicion_autor,rating
"“Estoy encantada de estar en Palos de la Frontera, que es el municipio en el que hubo la primera alcaldesa de España”",Cuca Gamarra,Diputada,Engañoso
"“En 2014, por ejemplo, [Andalucía] estuvimos en Sanidad en el puesto sexto del resto de comunidades autónomas”",Juan Espadas,Secretario general del PSOE de Andalucía y candidato a la Presidencia de la Junta de Andalucía,Falso
"“Todo el mundo ha visto cómo se han aprobado unos presupuestos por primera vez el 1 de enero, que nunca se había hecho”",Josep Rius,Portavoz de Junts per Catalunya,Engañoso
“Industrialización sostenible significa el cierre de empresas andaluzas y su deslocalización a China o a la India. 713 empresas se marcharon de Andalucía en 2021”,Macarena Olona,Diputada,Engañoso
"“Tenemos un mismo objetivo, que es la mejora de la educación del país, y nosotros lo hemos demostrado, insisto, con un presupuesto que ha tenido el incremento más grande de la historia en ámbito educativo”",Pere Aragonès,President de la Generalitat,Engañoso
"[¿Quién está imputado?] “La señora Crespo, que tiene la declaración suspendida”",Inmaculada Nieto,Candidata a la Presidencia de Andalucía,Engañoso
"“Andalucía tiene el menor gasto sanitario público de España por habitante. Esta es la Andalucía real, la que Moreno Bonilla quiere ocultar a base de propaganda”",PSOE Andalucía,,Verdad a medias
“Un abrazo muy cariñoso a las casi dos millones de mujeres que en algún momento de su vida han sido víctimas de la violencia machista en Andalucía”,Inmaculada Nieto,Candidata a la Presidencia de Andalucía,Engañoso
“En 2021 Andalucía ha sido la segunda comunidad autónoma donde más crecieron las exportaciones y ocupamos la tercera posición en el ‘ranking’ nacional”,PP Andalucía,,Engañoso
"“Le hemos intentado reprobar dos veces [al consejero Josep González-Cambray] y, con toda sinceridad le digo, el PSC lo ha salvado las dos veces”",Jéssica Albiach,Presidenta de En Comú Podem en el Parlament de Catalunya,Engañoso
"“Ya estamos pagando la prima de riesgo a 250 puntos, la prima de riesgo más alta desde verano de 2014”",Alberto Núñez Feijóo,Presidente del PP,Falso
"“Hemos superado a Cataluña en nuestros afiliados, con más de 567.000 autónomos en nuestra comunidad autónoma”",Juan Marín,Vicepresidente de Andalucía,Verdad a medias
"“Desde 2008 no hemos recuperado los niveles de inversión [en sanidad], teniendo en cuenta el IPC”",Teresa Rodríguez,Candidata a la Presidencia de Andalucía,Falso
"""Este es un libro que estudian los niños andaluces de Primaria en Andalucía, aprobado por ustedes, aprobado por ustedes en el ejercicio de la competencia de inspección""",Macarena Olona,Diputada,Engañoso
“[Andalucía] es la comunidad con más víctimas del terrorismo de ETA”,Juan Manuel Moreno,Presidente de Andalucía,Falso
"""(Andalucía tiene) un 36% de paro juvenil de menos de 25 años. El doble que en el resto de España""",Macarena Olona,Diputada,Engañoso
"“Andalucía lidera la destrucción de empleos, con 32 mil empleos menos en el trimestre que supone más del 30% nacional”",PSOE Andalucía,,Engañoso
"“La bicicleta está muy bien, pero nunca dejará de representar el 3 o el 4% de la movilidad en cualquier metrópoli del mundo”",Jaume Collboni,Primer teniente de alcaldía de Barcelona,Falso
“[En Andalucía] se ha producido un gravísimo descenso del peso de la industria. La industria ha retrocedido 10 años y se sitúa en niveles mínimos”,PSOE Andalucía,,Engañoso
"“[...] Andalucía, que perdía entre 1.000 y 2.000 habitantes al año, ahora haya ganado 80.000 habitantes”",Juan Manuel Moreno,Presidente de Andalucía,Engañoso
"""El 63,5% del empleo creado en Andalucía en el último año es femenino, 17 puntos por encima de la media nacional""",Juan Manuel Moreno,Presidente de Andalucía,Engañoso
"“Llevamos 90 reales decretos leyes que no se tramitan como leyes, sino que se aprueban y se dejan aparcados para que entren en vigor sine die y no se tramitan las leyes”",Alberto Núñez Feijóo,Presidente del PP,Engañoso
"“En Madrid quien invierte es la Comunidad de Madrid y ahí está el Hospital Zendal, ahí está la línea 3 de metro, ahí está la enorme ampliación y renovación del Hospital 12 de Octubre”",Javier Fernández-Lasquetty,Consejero de Hacienda de la Comunidad de Madrid,Engañoso
"“Quiero recordar las imágenes de la ciudad cerrada por la covid con barrios de Barcelona, como el Raval o la Trinitat Nova, con más de un 50% de paro”",Jaume Collboni,Primer teniente de alcaldía de Barcelona,Falso
"""Los presidentes de la Generalitat, hasta hace relativamente poco, [...] cuando viajaban a Alemania, iban a Wolfsburgo, que es donde se encuentra la sede de Volkswagen""",Salvador Illa,Líder del grupo parlamentario socialista en el Parlament catalán,Engañoso
“En 2018 España ocupaba el puesto 19 en el Índice Global de Ciberseguridad [...] en cuatro años hemos avanzado 15 posiciones”,Pedro Sánchez,Presidente del Gobierno,Engañoso
"“Los centros [de Urgencias de atención primaria] no están cerrados, de hecho están abiertos prácticamente la inmensa mayoría”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"“Tenemos el grupo con más diputados en el Parlamento de Catalunya""",Oriol Junqueras,Presidente de Esquerra Republicana de Catalunya,Engañoso
"“Con el anterior Gobierno del PP, las plazas de empleo público se desplomaron. Ahora, con el Gobierno de Pedro Sánchez se consiguen 29.578 plazas nuevas”",Héctor Gómez,Portavoz del PSOE en el Congreso de los Diputados,Engañoso
"""Yo creo que es insano que un partido como el PSOE [...] gobierne hace 40 años en Santa Coloma [de Gramenet] por mayoría absoluta""",Gabriel Rufián,Portavoz de ERC en el Congreso,Engañoso
“Fue el Gobierno progresista el que sacó a España del procedimiento de déficit excesivo después de que los gobiernos del PP lo mantuvieran por encima del 3% de forma sistemática”,María Jesús Montero,Ministra de Hacienda y Función Pública,Engañoso
"“A partir del próximo curso universitario en Castilla y León, el precio de la primera matrícula de máster habilitante será un 27% más barato. Cumplimos nuestro compromiso de seguir bajando los precios de la educación universitaria”",Alfonso Fernández Mañueco,Presidente de Castilla y León,Verdad a medias
"""[España] no es una democracia. No lo digo yo, también lo dice el informe de 'The Economist', que ha rebajado el índice de democracia de España""",Aurora Madaula,Diputada en el Parlament de Cataluña,Engañoso
“Aena proponía construir en aquellos territorios aeroportuarios una superficie edificada equivalente a casi todo Ciutat Vella: dos millones de metros cuadrados”,Ernest Maragall,Presidente de ERC en el Ayuntamiento de Barcelona,Engañoso
"""Aquí [en Andalucía] se aprobó la primera ley de cambio climático de la democracia en España"".",Pedro Sánchez,Presidente del Gobierno,Falso
“Tenemos ya 24 universidades de nuestro sistema que forman parte de esas universidades europeas (...) por encima de Alemania o Italia”,Joan Subirats,Ministro de Universidades,Engañoso
“Zamora en caída libre. Ni un solo MIR solicita plaza aquí…”,Ana Sánchez,Secretaria de Organización del PSOE de Castilla y León y vicepresidenta segunda de las Cortes de Castilla y León,Engañoso
“Estamos hablando de un 24% (de mujeres autónomas) y también tiene que ser mejorable”,Yolanda Díaz,Vicepresidenta segunda del Gobierno y ministra de Trabajo y Economía Social,Engañoso
"""Vamos a acoger una cumbre de la OTAN [...] y la presidencia de la Unión Europea [...] Eso solo se logra con una confianza absoluta de nuestros socios y aliados”",José Manuel Albares,"Ministro de Asuntos Exteriores, de Unión Europea y de Cooperación",Engañoso
“[Hay] 30.000 empresas desaparecidas en España de enero a marzo de 2022”,Jorge Buxadé,Eurodiputado,Falso
“Hoy lideramos nuevamente el crecimiento en autónomos en este país; también en empresas y sociedades”,Juan Marín,Vicepresidente de Andalucía,Engañoso
“Madrid da confianza a los mercados y reduce la deuda pública en más de 6.000 euros por habitante”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"“Comparando España con el resto de países europeos, es uno de los países que tiene los precios (de gasolina y gasoil) más bajos, antes y después de impuestos”",Nadia Calviño,Vicepresidenta tercera y ministra de Asuntos Económicos y Transformación Digital,Engañoso
"“Esquerra Republicana tiene más diputados que nosotros y nosotros tenemos el doble de votos que tiene Esquerra Republicana, es decir, que están sobrerrepresentados en el Congreso, tanto Junts per Catalunya como Esquerra Republicana”",Carlos Carrizosa,Presidente del grupo parlamentario de Ciudadanos en el Parlament de Catalunya,Engañoso
"“El Estado está recaudando más que nunca, es que tiene hasta 20.000 millones de recaudación casi extraordinaria”",Juan Bravo,Consejero de Hacienda y Financiación Europea en la Junta de Andalucía,Verdad a medias
“Hemos reducido cinco puntos la brecha retributiva entre hombres y mujeres”,Yolanda Díaz,Vicepresidenta segunda del Gobierno y ministra de Trabajo y Economía Social,Verdad a medias
"""Ahora mismo España ha prohibido el despido""",Yolanda Díaz,Vicepresidenta segunda del Gobierno y ministra de Trabajo y Economía Social,Engañoso
"“A los que cobraban 700.000 euros [Feijóo] les bajó el 25% [de IRPF], 700.000 euros; a los que cobraban 16.000 euros les bajó 40 céntimos”",Santos Cerdán,Secretario de Organización del PSOE y diputado,Engañoso
“[España] una nación con dos milenios de historia”,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
“Somos la comunidad donde más bajó el paro en el primer trimestre de 2022”,Juan Manuel Moreno,Presidente de Andalucía,Engañoso
“Ha permitido que hoy Andalucía esté liderando a nivel nacional el número de autónomos”,Juan Marín,Vicepresidente de Andalucía,Engañoso
“Las entradas irregulares en Canarias han bajado un 45% con respecto al mes de marzo del año pasado”,José Manuel Albares,"Ministro de Asuntos Exteriores, de Unión Europea y de Cooperación",Engañoso
"""Por qué usted solo tiene el 27% de los votos, y se escandaliza porque otra persona tenga el 42% en Francia u otra el 53% en Hungría""",Santiago Abascal,Presidente de Vox,Engañoso
"“También hay una Comisión de Secretos Oficiales que, quiero recordar, de la que se excluyó al independentismo catalán”",Pere Aragonès,President de la Generalitat,Engañoso
“En febrero de 2020 había más paro que el que había en junio del 2018 y no son dos fechas casuales. Junio del 2018 significa la llegada de Pedro Sánchez”,Cuca Gamarra,Diputada,Engañoso
"“La única formación política que plantea en ese país (Francia), que está en elecciones, una bajada fiscal es la fuerza de ultraderecha”",María Jesús Montero,Ministra de Hacienda y portavoz del Gobierno,Falso
[En Alemania] “han apostado por prorrogar la vida útil de las centrales nucleares alemanas y de interrumpir el programa de cierre de las nucleares”,Edmundo Bal,Portavoz y diputado,Engañoso
“España es el país de la Unión Europea con mayor inflación”,Alberto Núñez Feijóo,Presidente del PP,Falso
"“Que Andalucía sea capaz de bajar los impuestos, de recaudar más, de incrementar su población, (...) es un milagro político. Porque llevábamos 40 años sin que esto se produjera”",Alberto Núñez Feijóo,Presidente del PP,Engañoso
"“Carlos Pollán ha decidido eliminar el “tradicional” vino español. 10000€ de ahorro. El disfrute (muy legítimo) a escote, como el resto de los españoles”",Miguel Suárez Arca,Procurador de las Cortes de Castilla y León,Verdad a medias
"“Con la primera calculadora de impuestos en España el contribuyente madrileño sabrá exactamente, de su declaración, cuánto paga en sanidad, educación…”",Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Falso
"“Aquí en Barcelona, los precios de los tiques [de transporte público], de los abonos, están congelados desde hace años”",Raquel Sánchez,"Ministra de Transportes, Movilidad y Agenda Urbana",Verdad a medias
"[En selectividad] ""El alumnado de Cataluña está por encima de la media en Lengua castellana que el resto del Estado y es la comunidad bilingüe de todo el Estado con mejor resultado en lengua castellana""",Joan Mena,Diputado,Falso
"""Al 73% de los encuestados en el CIS lo que más le importa es la inflación""",Juan Bravo,Consejero de Hacienda y Financiación Europea en la Junta de Andalucía,Engañoso
