clasificacion,texto
Falso,Es falso que hubo una explosión en el Pentágono: es una imagen creada con inteligencia artificial
Falso,"Tanto la agencia encargada de proteger a la sede del Departamento de Estado de los Estados Unidos como los servicios de emergencia de Arlington, Virginia (ciudad donde queda el Pentágono), indicaron que no hay ni hubo explosión alguna cerca del edificio."
Falso,"No, no existe un continente oculto en el Polo Norte"
Falso,"Esto es falso, ya que está comprobado que el Polo Norte está en medio del Océano Ártico, sobre aguas generalmente cubiertas por hielo, pero no continentales. Además, el video viral hace referencia a la primera representación cartográfica del Ártico en 1569, con múltiples referencias míticas posteriormente desmentidas."
Falso,"No, Mauricio Macri no se fotografió con el fiscal Diego Luciani en un estadio de fútbol"
Falso,"Macri presenció el 17 de mayo último un partido entre Manchester City y Real Madrid. Quien aparece junto a él en la imagen que difunden los posteos desinformantes es Khaldoon Al Mubarak, presidente del Manchester City."
Falso,Cristina Fernández de Kirchner: “En 2015 teníamos 8% de deuda en moneda dura”
Falso,"De acuerdo con datos oficiales, la deuda en moneda extranjera en manos del sector privado representaba el 8,5% del PBI. Pero este dato no incluye las obligaciones con los organismos internacionales de crédito, que en ese entonces alcanzaban el 5,2% del PBI. "
Verdadero,"Cristina Fernández de Kirchner: “Cuando yo me fui en el 2015, los trabajadores participaban en el 51,3% o 51,7% del PBI”"
Verdadero,"Datos alternativos (ante la falta de información por parte del INDEC) indican que en el año 2015 la participación de los trabajadores en el PBI era de entre el 51,6 y el 53,3%. "
Falso,"Cristina Fernández de Kirchner: “En 2015, la Argentina no estaba endeudada. Esto no lo digo yo, Nicolás Dujovne lo dijo con todas las letras”"
Falso,"Si se considera la evolución de la deuda bruta de la Administración Central, en los 2 mandatos de Fernández de Kirchner la deuda aumentó. Pero si estos mismos números se miden en relación con el PBI, en el período señalado hay una baja."
Verdadero,"Cristina Fernández de Kirchner: “Cuando me despedí el 9 de diciembre, (…) el riesgo país del que tanto hablan estaba en 600 puntos”"
Verdadero,"El 9 de diciembre de 2015, último día de la gestión de Fernández de Kirchner como presidenta, el riesgo país se ubicaba en 495 puntos, según datos del banco JP Morgan, de los Estados Unidos. "
Verdadero,Cristina Fernández de Kirchner: “Teníamos el mejor salario de América Latina”
Verdadero,"Si se analizan los niveles salariales de diciembre de 2015 según la paridad de poder adquisitivo (que pondera el poder adquisitivo de las monedas), la Argentina tenía un salario mínimo en dólares de US$ 742,3 y era el más alto de América Latina."
Falso,Cristina Fernández de Kirchner: “Hasta el 10 de diciembre de 2015 los argentinos podían comprar US$ 2.500 por mes”
Falso,El límite que existía en diciembre de 2015 (cuando Fernández de Kirchner culminó su segundo mandato como presidenta) era de US$ 2.000. Pero en paralelo se impusieron otras restricciones que hicieron que pocas personas pudieran acceder al mercado de cambios oficial.
Falso,Cristian Ritondo: “2 de cada 3 chicos son pobres en el Conurbano”
Falso,"El INDEC, que mide la pobreza según los ingresos, indicó que en el segundo semestre de 2022 el 58,3% de los niños y niñas del Conurbano era pobre. Por su parte, el Observatorio de la Deuda Social de la UCA, que muestra la pobreza multidimensional informó una cifra del 72,2%. "
Falso,"No, el video de un helicóptero repartiendo comida en Salta no es actual"
Falso,"Esto es falso ya que se trata de un video de 2018, cuando Juan Manuel Urtubey (Frente Justicialista Renovador para la Victoria) estaba a cargo del Ejecutivo salteño. En aquel momento, el propio Urtubey se disculpó por esa manera de repartir comida  y aseguró que “es indignante y nada justifica eso”.
 "
Falso,"Alberto Fernández: “Durante la gestión de Macri, se frenó todo el proyecto del reactor nuclear CAREM”"
Falso,"El avance de la obra pasó del 42,2% en 2015, al final de la gestión de Cristina Fernández de Kirchner (Frente para la Victoria), al 65,8% en 2019, cuando terminó el mandato de Mauricio Macri (Cambiemos). Se trata de una suba de 23,6 puntos porcentuales."
Falso,"Es falso que la urna con una cinta rota en La Rioja confirme que se cometió fraude, como circula en redes"
Falso,"La faja que garantiza la seguridad de la urna no es la que se señala en la foto sino otra, más ancha, que se coloca por encima. Chequeado pudo comprobar a través de otras fotos que la faja de seguridad de la urna no aparece despegada ni presenta roturas en el pliegue."
Falso,Es falso que la NASA utiliza las fotos de una isla de Canadá para simular que se trata del planeta Marte
Falso,"Circula en redes sociales un video en el que un hombre asegura que las misiones de la NASA en Marte se tratan de un montaje y que en realidad las fotos del planeta rojo son supuestamente imágenes tomadas en la isla de Devon, en Canadá. Sin embargo, esto es falso."
Falso,Es falso este video de un avión volando junto a un ovni
Falso,"Se trata de un montaje de 3 elementos por separado. Por un lado, el avión tomado de una fotografía de un banco de imágenes gratuitos. Por el otro, las nubes de un banco de videos. Y, por último, la animación de un plato volador insertada en el montaje."
Verdadero,"Axel Kicillof, sobre los homicidios dolosos en la Provincia: “El año pasado hubo una reducción con respecto al año anterior del 10% y con respecto de 2019, del 22%”"
Verdadero,Los datos expresados por el gobernador de la Provincia de Buenos Aires coinciden con las bajas porcentuales de los homicidios dolosos consumados que se pueden ver en los informes de estadísticas penales del Ministerio Público bonaerense. 
Falso,Es falso que Justin Trudeau cambió su postura acerca de la efectividad de la vacunación contra el COVID-19
Falso,"Circula en redes sociales que el primer ministro de Canadá, Justin Trudeau, habría cambiado de opinión sobre la efectividad de las vacunas contra el coronavirus. Esto es falso: la desinformación surge de un discurso que dio en abril último y fue sacado de contexto.  "
Falso,"No, no apareció la “figura de la muerte” en la coronación del rey Carlos III"
Falso,"Circula en Telegram un video de la coronación del rey Carlos III en Londres, en el que aparece una figura de negro a lo lejos. “La ‘figura de la muerte’ ha aparecido en la coronación…”, señala el texto que acompaña al contenido audiovisual. Esto es falso."
Falso,Es falso que estas imágenes de la Estatua de la Libertad demuestran que el nivel del mar no ha aumentado en Nueva York
Falso,Circula en redes sociales un contenido con 2 fotos de la Estatua de la Libertad en el que aseguran que el nivel del mar no ha aumentado porque en ambas la altura del Río Hudson se ve similar. Esto es falso: datos oficiales y expertos consultados coinciden en que el nivel del agua sí ha aumentado.
Verdadero,Es verdadero que José de San Martín dijo: “Será posible que la suerte de este país esté sujeta a una docena de malvados”
Verdadero,Fue escrito por San Martín el 3 de octubre de 1816 en una carta que se encuentra publicada en la obra Documentos del archivo de Pueyrredón.
Falso,Juan Schiaretti: “No hay otra provincia que tenga la cantidad de jardines de 3 años como tiene Córdoba”
Falso,"De acuerdo con los datos oficiales, Córdoba no es la provincia del país con más cantidad de salas de 3 años (ni en forma absoluta ni por cantidad de habitantes), y tampoco es la que posee la mayor matrícula cada mil habitantes o la que cuenta con la mayor tasa de matriculación. "
Verdadero,Es verdadero que Christian Dior dijo: “La única reina que vestí fue Eva Perón”
Verdadero,"La frase es verdadera y fue expresada por Dior en una entrevista en el año 1953 para la revista Paris Match. A pesar de la cita, Dior también vistió a la Princesa Margarita de la realeza británica en 1951."
Falso,Es falso que Bukele dijo que la Argentina tendría que construir una cárcel como la de El Salvador “para meter a los políticos corruptos que los gobiernan hace 70 años”
Falso,"Esto es falso, ya que no existen registros de que haya expresado esta cita públicamente. El Salvador inauguró en 2023 el Centro de Confinamiento del Terrorismo para 40 mil reclusos. Sin embargo, recibe denuncias por violaciones a los derechos humanos de la población carcelaria en ese establecimiento."
Falso,Es falso que beber agua alcalina sirva para prevenir o curar el cáncer como afirma un video viral
Falso,"Según un video viral que circula en Facebook, el agua alcalina -que es un agua menos ácida de lo habitual- ayuda a regular el pH del cuerpo y, por este motivo, mejora nuestra salud y previene el cáncer. Eso es falso."
Falso,"No, no hay evidencia científica concluyente de que la hoja de papaya cure el dengue"
Falso,"Aunque se ha estudiado el potencial terapéutico de la hoja de papaya en relación al dengue, no hay evidencias científicas concluyentes de que pueda ser utilizado como un tratamiento efectivo contra la enfermedad."
Falso,"No, la foto de la leona y el elefante cargando un león cachorro no es real, es una broma del Día de los Inocentes"
Falso,Esto es falso ya que se trata de un montaje de 3 fotografías superpuestas. La imagen fue publicada originalmente por una cuenta que comparte imágenes de un parque nacional sudafricano como una broma para el Día de los Inocentes.
Falso,"No, no hay evidencia de que haya “momentos más favorables para tomar agua y así evitar calambres o un ACV”"
Falso,"A pesar de que el agua es necesaria para que el cuerpo esté hidratado y funcione correctamente, no hay evidencia para sostener los falsos consejos. Además, para evitar calambres tampoco es necesario tomar agua exclusivamente antes de acostarse sino mantenerse hidratado durante el día cuando sea necesario."
Falso,Es falso que la NASA anunció que se abrió una “fisura de 30 metros de ancho” en el volcán de Yellowstone
Falso,Desde la NASA aseguraron a Chequeado que no han realizado tal anuncio. Tampoco el Observatorio del Volcán Yellowstone del Servicio Geológico de los Estados Unidos informó sobre alguna grieta o fisura en el volcán.
