clasificacion,texto
Verdadero,"Según datos oficiales, en 2003 los niveles de gasto público representaban el 29,4% del PBI, mientras que en 2015 ascendió al 46,3%. Si bien los números no son similares a los planteados por Macri, la cifra está en línea con los 18 puntos que sugirió el ex mandatario. "
Falso,"El Observatorio Naval de los Estados Unidos pronosticó nevadas en Venezuela,"
Falso,Qatar decidió cancelar el Mundial tras quedar eliminado
Falso,Un fallo suspendió la vacunación contra la COVID-19 en menores de 16 años
Falso,El cuerpo envía señales un mes antes de ocurrir un derrame cerebral
Verdadero,"En la mayoría de los casos, los síntomas de un accidente cerebrovascular (ACV) se presentan de forma súbita y no dan aviso previo."
Falso,Camiones de caudales no cargaron dinero en el avión de Evo Morales
Falso,El avión en donde Prosegur Paraguay cargó el dinero pertenece a la Fuerza Aérea Mexicana (FAM) -en el que se trasladó el ex presidente desde Bolivia a México.
Falso,Hebe de Bonafini dijo que “los que participaron en el conflicto bélico de Malvinas eran todos fachos”
Falso,Un niño entrega un “frasco de sangre” a Biden
Falso,La variante XBB del covid-19 es 5 veces más virulenta que la variante Delta.
Falso,Messi publicó una historia de Instagram con la camiseta de México como trapo de piso
Falso,Messi pisó la camiseta de México durante los festejos por la victoria en el Mundial de Qatar 2022
Falso,El capitán de la Selección argentina “pisó” y “limpió el piso” con la camiseta del “Tri”.
Verdadero,Japoneses entonan la Marcha Peronista para alentar a sus equipos
Verdadero,Grupo de jóvenes japoneses entonan la Marcha Peronista para alentar a su seleccion
Falso,Japón declaró jornada laboral doble “para celebrar la victoria contra Alemania”
Verdadero,"En los Estados Unidos al fútbol se lo llama soccer, a diferencia de la mayoría de los países donde se habla inglés, en donde se lo denomina football."
Falso,Lionel Messi llegó a Qatar con una valija que tenía el escudo de Boca
Falso,El fisicoculturista Doug Brignole murió a causa de la vacuna contra la COVID-19
Falso,"Según la autopsia, la causa de muerte de Brignole fue ocasionada por los chips de la vacuna del COVID-19."
Falso,En Mendoza hay un virus en el agua de la canilla por un filtro cloacal
Falso,El supermercado Día ofrece pan dulces en 3 cuotas sin interés
Falso,Fraude en Brasil: la elección fue “hackeada”
Falso,El voto electrónico puede ser hackeado y hubo fraude en las elecciones
Verdadero,El embajador de la Copa del Mundo de Qatar dijo que la homosexualidad es un “transtorno mental”
Verdadero,"Raúl Alfonsín dijo: “En Argentina hay hambre, pero no porque falten alimentos, porque sobra inmoralidad”"
Falso,Donald Trump murió el último 1 de noviembre
Falso,Simpatizantes de Lula quemaron y saquearon un comercio para festejar el resultado electoral
Falso,Un grupo de personas en Río de Janeiro que se acercan a saquear un centro comercial mientras está en llamas debido al fraude.
Falso,Favelas festejan la llegada de Lula da Silva disparando al cielo y robando autos
Falso,Dejar manzanas en la puerta de la casa para que las tomen quienes las necesiten sea un práctica común en Noruega
Falso,Joe Biden regala smartphones a inmigrantes ilegales
Falso,Al reenviar esta cadena evitás que WhatsApp pase a ser pago
Falso,Pfizer comercializó su vacuna COVID-19 sin comprobar su eficacia
Falso,Lula Da Silva estaba borracho en el debate con Jair Bolsonaro e insultó al Gobierno argentino
Falso,El contenido en WhatsApp y Facebook dejará de ser privado
Falso,"Reunión secreta entre Cristina Fernández de Kirchner, Jorge Videla y Julio Grondona"
Falso,Tiburón nadaen las calles de los Estados Unidos
Falso,La ONU prevé la implantación de chips a toda la humanidad antes de 2030
Falso,La Iglesia va a pedir un certificado de virginidad para casarse
Falso,El director de la Organización Mundial de la Salud fue arrestado por crímenes de lesa humanidad
Falso,Cristina Fernández de Kirchner confesó que asesinó a Nisman en su discurso
Falso,"El Congreso estadounidense aprobó un proyecto de ley de alivio para todos los que tengan más de $10,000 de deuda"
Falso,Sergio Massa figura en los Panama Papers
Verdadero,Argentina tiene la segunda reserva global de shale gas y la cuarta de shale oil
Falso,Las vacunas contra la COVID-19 causaron una pandemia de cáncer
Falso,Se construyó una réplica de la Estatua de la Libertad con los restos de una casa bombardeada en Siria
Falso,La revista Time comparó a Vladimir Putin con Adolf Hitler
Falso,Greta Thunberg le pidió a un grupo de seguidores que enterraran sus cabezas en la arena para reducir el dióxido de carbono 
Falso,Disney se arrepintió de impulsar la agenda de género después de registrar pérdidas devastadoras
Falso,"Massa, Ritondo y Moyano atrapados tomando cocaína"
Falso,En colombia las viviendas de más de 65 metros cuadrados serán compartidas con otras familias
Falso,Kicillof obliga en la provincia a adaptarse al lenguaje inclusivo
Falso,"La vacuna española contra el coronavirus protege contra la viruela del mono, el sida, el cáncer y el ébola"
Falso,Qatar 2022: habrá penalidad por mostrar banderas LGTBIQ+
Verdadero,Kamala Harris sí se vacunó contra el COVID-19
Falso,Se lo ve a Zelensky consumiendo cocaína
Falso,"El padre del fundador del Foro de Davos, Klaus Schwab, es un ex mandatario nazi"
Falso,Pfizer tiene una vacuna contra la viruela del mono
Verdadero,Es cierto que Disney cubrirá los costos de traslado de las trabajadoras que quieran viajar a otro estado para tener acceso a un aborto
Falso,Pfizer anunció la vacuna contra la viruela del mono
Falso,Lionel Messi dijo: “El Kun me hizo conocer el liberalismo. El año que viene voto a Milei”
Falso,La OMS debate un “tratado anti pandémico” que le otorga poderes por encima de las constituciones y leyes de los Estados
Falso,La OMS obtuvo luz verde como organismo supragubernamental para planear cómo sigue la muerte mundial
Falso,Aquellos Estados que tienen libre portación de armas tienen muchos menos delitos
Falso,La viruela del mono es un efecto secundario de las vacunas COVID-19
Falso,Es falso que en Australia aumentaron un 40% los ataques cardíacos por la vacuna contra el COVID-19
Falso,Myriam Bregman presentó un proyecto para dejar de llamar “machos” y “hembras” a enchufes y adaptadores
Falso,La Corte Suprema de Finlandia dictaminó que el sexo con menores está permitido
Falso,Le pagaron a Montoya Carlotto  por fingir ser nieto de la presidenta de Abuelas de Plaza de Mayo
Falso,La Coca-Cola tiene grafeno en su composición
Falso,Zelensky admite consumir cocaína
Falso,Los imanes se adhieren a las gaseosas por la presencia de grafeno
Falso,Soldados ucranianos acomodan cuerpos para armar la escena de una matanza
Falso,Biden confundió al Papa con un jugador de béisbol afroamericano
Falso,En Ucrania fue bombardeada una iglesia en la que quedó intacta la figura de Jesús
Falso,Un noticiero ucraniano fue interrumpido con un mensaje en contra de Zelensky
Falso,Zelensky vistió una remera con un símbolo vinculado al nazismo ante el Congreso de EEUU
Falso,El neonazi Artem Bonov es el jefe de la policía de Kiev en Ucrania
Falso,Mauricio Macri homenajeó a Margaret Thatcher en las Islas Malvinas
Verdadero,"Massa: “El año pasado 1,5 millones de trabajadores dejaron de pagar Ganancias para siempre, por el sistema de actualización que tienen”"
Falso,El director ejecutivo de BioNTech no se vacunó contra el COVID-19
Verdadero,"En 2021, en Argentina, los trenes de carga que opera el Estado incrementaron un 60% lo transportado en 2019"
Verdadero,Los árboles son el mecanismo natural manejable más eficiente para la captura de carbono
Verdadero,La Argentina es uno de los países latinoamericanos más retrasados en regímenes de licencias parentales
Verdadero,"Alberto Fernández: “No logramos reducir, en plena pandemia, la muy alta inflación que heredamos”"
Falso,Alberto Fernández: “Comenzamos un ciclo lectivo reparador con 190 días de clase”
Falso,Al finalizar el año 2021 el número total de personas con trabajos formales es un 2% mayor al verificado en febrero de 2020
Falso,La Argentina ha llevado a cabo la mayor campaña de vacunación de su historia
Falso,En Francia hicieron pasar a un maniquí como un paciente COVID
Falso,Las vacunas contra el coronavirus causan abortos espontáneos
Falso,El papa Francisco considera que no es necesario creer en Dios para ser buena persona”
Falso,Un directivo de la farmacéutica Bayer admitió que las vacunas de ARN mensajero le lavan el cerebro a la gente
Falso,Un presentador de noticias se desmayó como consecuencia de la vacunación contra la COVID-19
Falso,Los test rápidos de COVID-19 vienen con resultados preestablecidos
Falso,En los vacunatorios existe ejercicio ilegal de la medicina porque no hay un médico que ordene la inyección
Falso,A una mujer se le para el corazón después de recibir la tercera dosis
Verdadero,Despegó el primer satélite miniatura argentino “General San Martín”
Falso,350 deportistas fallecieron o sufrieron lesiones en 2021 tras la vacunación contra el coronavirus
Falso,La OMS recomendó de no utilizar barbijos de forma masiva durante la pandemia
Falso,La OMS confirmó que las vacunas matan niños
Falso,Bill Gates propuso la despoblación mediante la vacunación forzada
Falso,León Gieco cobró $ 9 millones por cantar en el Festival de la Democracia
Falso,Babear al dormir significa que se está respirando de la forma correcta
Falso,Los efectos secundarios de las vacunas contra la COVID-19 en Inglaterra son potencialmente tóxicos
Falso,Cientificos descubren que la tierras es completamente plana
Falso,Los vacunados contra el coronavirus son detectables por Bluetooth
Falso,La Cruz Roja prohíbe donar plasma a quienes fueron vacunados contra la COVID-19
Falso,China soltó millones de pájaros criados en laboratorio
Falso,Finlandia encarceló a un periodista por desinformar
Falso,Hay un cronograma de cepas del coronavirus diseñado por la OMS o por la Fundación Gates
Verdadero,El Gobierno destinará fondos públicos a la realización de una serie sobre L-Gante
Falso,Bill Gates propone control mundial planificado mediante vacunas
Falso,Llegaron a los mercados bananas de Somalia con el gusano Helicobacter
Falso,Las bajas temperaturas registradas en la Antártida desmienten el cambio climático
Verdadero,"Instalaron en Formosa estatuas de Alberto Fernández y sus perros, Dylan y Prócer"
Falso,La sangre de personas vacunadas contiene grafeno y no es apta para donar a la Cruz Roja
Verdadero,Santilli: “Cuando me tocó trabajar en Seguridad bajamos todos los delitos”
Falso,"Vidal, en 4 años, ni una cárcel construyó"
Falso,Certificar una muerte por COVID-19 sin autopsia constituye un delito porque el virus no fue aislado
Falso,Patricia Bullrich recibió un premio de Europol por su gestión contra el narcotráfico
Falso,"Javier Milei, sobre el cambio climático: “Si uno mirara lo que son los estudios de 10 mil años atrás hasta hoy, 5 mil años atrás, la temperatura del planeta está en el nivel mínimo”"
Verdadero,"En la actualidad, existe consenso científico sobre la existencia del calentamiento global y sobre la influencia humana en él"
Falso,La Argentina produce alimentos para 400 millones de seres humanos
Verdadero,La Argentina está entre los 10 países con mayor cantidad de muertos por millón de habitantes
Falso,Detienen a personas en Francia por no tener el pasaporte sanitario 
Falso,María Eugenia Vidal dijo que las pensiones por viudez no tienen lógica
Falso,Florencia Kirchner recaudó US$ 5 millones con Avon
